match_id,season,date,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_type,win_margin,player_of_match,city
965,2023,2023-02-25,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,bat,187,202,Punjab Kings,runs,15,KL Rahul,Hyderabad
966,2023,2023-03-29,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,145,172,Punjab Kings,runs,27,Chris Gayle,Hyderabad
967,2023,2023-04-15,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,159,160,Royal Challengers Bangalore,wickets,7,KL Rahul,Mohali
968,2023,2023-04-14,Lucknow Super Giants,Kolkata Knight Riders,"BRSABV Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,field,215,132,Lucknow Super Giants,runs,83,Shreyas Iyer,Lucknow
969,2023,2023-04-19,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,172,172,Kolkata Knight Riders,wickets,2,Faf du Plessis,Bangalore
970,2023,2023-02-15,Kolkata Knight Riders,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,187,164,Kolkata Knight Riders,wickets,5,Gautam Gambhir,Kolkata
971,2023,2023-01-27,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,173,155,Gujarat Titans,wickets,2,Hardik Pandya,Ahmedabad
972,2023,2023-03-14,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,172,156,Kolkata Knight Riders,wickets,1,Shreyas Iyer,Kolkata
973,2023,2023-05-29,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,179,155,Gujarat Titans,wickets,2,MS Dhoni,Ahmedabad
974,2023,2023-01-16,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,174,162,Chennai Super Kings,runs,12,MS Dhoni,Chennai
975,2023,2023-01-14,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,field,188,161,Sunrisers Hyderabad,wickets,9,Faf du Plessis,Hyderabad
976,2023,2023-04-10,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,136,188,Lucknow Super Giants,runs,52,David Warner,Hyderabad
977,2023,2023-03-21,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,151,149,Kolkata Knight Riders,runs,2,KL Rahul,Kolkata
978,2023,2023-04-23,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,157,190,Sunrisers Hyderabad,wickets,4,David Warner,Jaipur
979,2023,2023-05-12,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,bat,129,225,Punjab Kings,wickets,3,KL Rahul,Jaipur
980,2023,2023-01-22,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,187,167,Chennai Super Kings,runs,20,Ruturaj Gaikwad,Chennai
981,2023,2023-05-19,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,167,168,Royal Challengers Bangalore,wickets,7,Hardik Pandya,Mumbai
982,2023,2023-04-30,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,177,175,Sunrisers Hyderabad,runs,2,David Warner,Hyderabad
983,2023,2023-03-12,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",Gujarat Titans,field,178,164,Kolkata Knight Riders,wickets,7,Andre Russell,Kolkata
984,2023,2023-02-12,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,field,164,159,Mumbai Indians,runs,5,Ishan Kishan,Mumbai
985,2023,2023-01-27,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,field,164,185,Lucknow Super Giants,wickets,3,Virat Kohli,Ahmedabad
986,2023,2023-01-21,Lucknow Super Giants,Delhi Capitals,"BRSABV Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,178,104,Lucknow Super Giants,wickets,9,Shikhar Dhawan,Lucknow
987,2023,2023-04-19,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,bat,179,166,Delhi Capitals,runs,13,Shikhar Dhawan,Delhi
988,2023,2023-03-19,Lucknow Super Giants,Mumbai Indians,"BRSABV Ekana Cricket Stadium, Lucknow",Mumbai Indians,field,167,155,Lucknow Super Giants,runs,12,Hardik Pandya,Lucknow
